Artwork_ID,Platform,Style,Creator_Type,Views,Likes,Shares,Comments,Price (USD),Engagement_Score
ART_4371,DeviantArt,Portrait,Hybrid,105139,40134,3643,9496,3403.46,0.76
ART_4372,Foundation,Abstract,Hybrid,124604,26182,28619,4171,1822.79,0.24
ART_4373,Opensea,Portrait,AI Model,123645,82368,46622,14452,3128.57,0.74
ART_4374,Foundation,Futuristic,Individual,170093,6878,34975,16652,899.87,0.14
ART_4375,Foundation,Abstract,AI Model,127155,99772,14027,17508,2661.8,0.56
ART_4376,SuperRare,Surreal,Hybrid,310245,83550,28132,2597,1479.27,0.81
ART_4377,Instagram,Pixel Art,AI Model,77765,7078,12952,11611,2390.72,0.15
ART_4378,Foundation,Abstract,Hybrid,460850,36532,11248,17120,4151.45,0.48
ART_4379,Foundation,Minimalist,Individual,237457,10945,46781,10854,3484.8,0.68
ART_4380,Opensea,Futuristic,AI Model,106829,98113,8170,1839,2013.45,0.44
ART_4381,Instagram,Surreal,Hybrid,144212,25820,6540,10536,3350.94,0.29
ART_4382,DeviantArt,Minimalist,AI Model,386749,52722,5807,299,4195.12,0.22
ART_4383,Foundation,Pixel Art,Hybrid,313044,9967,10892,17238,132.33,0.18
ART_4384,Foundation,Abstract,AI Model,209434,92229,44720,13955,1879.7,0.87
ART_4385,Instagram,Pixel Art,AI Model,121900,67484,49223,8461,910.52,0.68
ART_4386,SuperRare,Cyberpunk,Individual,437974,11351,261,9461,2931.55,0.98
ART_4387,SuperRare,Pixel Art,Individual,305326,51325,28088,15816,4411.76,0.22
ART_4388,SuperRare,Abstract,Individual,60906,11520,26181,8693,1315.63,0.33
ART_4389,Opensea,Pixel Art,AI Model,154966,82351,24437,8276,2420.39,0.4
ART_4390,Opensea,Futuristic,Individual,164832,84674,39803,6620,3325.91,0.91
ART_4391,Opensea,Minimalist,Individual,425662,13911,39410,9636,3015.96,0.5
ART_4392,Opensea,Abstract,Individual,274513,25791,2435,19889,1763.21,0.28
ART_4393,Opensea,Cyberpunk,Individual,23301,10555,25151,8525,1940.22,0.8
ART_4394,SuperRare,Futuristic,AI Model,361393,6925,43903,14161,2512.09,0.54
ART_4395,SuperRare,Abstract,AI Model,474529,92081,8249,15387,2094.02,0.19
ART_4396,Instagram,Minimalist,AI Model,369924,6236,15486,17928,1977.2,0.51
ART_4397,Foundation,Pixel Art,Individual,77557,67575,38265,4109,4612.16,0.85
ART_4398,SuperRare,Minimalist,AI Model,460887,28947,22414,7838,2818.37,0.22
ART_4399,Foundation,Abstract,AI Model,309228,1437,3762,19619,1802.76,0.14
ART_4400,DeviantArt,Cyberpunk,Hybrid,136901,33870,6875,5592,4288.37,0.87
ART_4401,Foundation,Abstract,Individual,384575,734,43825,9356,4854.58,0.4
ART_4402,Foundation,Cyberpunk,AI Model,125760,54619,4571,10752,3110.19,0.5
ART_4403,DeviantArt,Minimalist,Individual,70821,37720,39883,2234,4640.99,0.12
ART_4404,Opensea,Futuristic,AI Model,67315,44553,1565,18327,3326.77,0.4
ART_4405,Opensea,Minimalist,Hybrid,333390,50177,43341,2877,3178.36,0.66
ART_4406,Instagram,Futuristic,Hybrid,202040,45363,20032,5876,4861.41,0.51
ART_4407,Foundation,Pixel Art,Hybrid,430945,33691,28061,510,3954.25,0.89
ART_4408,SuperRare,Pixel Art,AI Model,390486,90921,3443,11348,4175.28,0.29
ART_4409,Instagram,Minimalist,AI Model,345870,70014,41859,4587,128.09,0.58
ART_4410,Foundation,Minimalist,Hybrid,459356,79409,47892,14611,4991.42,0.41
ART_4411,DeviantArt,Pixel Art,Hybrid,114983,25047,7085,19470,2544.31,0.88
ART_4412,DeviantArt,Abstract,AI Model,406954,93853,23540,8524,843.5,0.59
ART_4413,Foundation,Surreal,AI Model,263892,77198,47368,13018,2977.87,0.95
ART_4414,SuperRare,Abstract,Individual,370009,41223,1653,14539,1408.24,0.59
ART_4415,Instagram,Pixel Art,Individual,77917,86619,10956,8147,636.37,0.6
ART_4416,SuperRare,Cyberpunk,AI Model,2860,69668,8505,9352,437.61,0.62
ART_4417,SuperRare,Pixel Art,Hybrid,134517,28862,19712,18519,3764.62,0.31
ART_4418,Instagram,Pixel Art,Hybrid,9300,37212,29938,7657,1543.25,0.34
ART_4419,Foundation,Abstract,AI Model,390895,66296,48293,12561,4045.37,0.82
ART_4420,SuperRare,Abstract,Hybrid,111921,25398,13263,9816,1010.84,0.58
ART_4421,SuperRare,Pixel Art,Hybrid,477106,81712,38647,18084,1645.82,0.5
ART_4422,Foundation,Abstract,Individual,465588,84326,26728,4978,818.49,0.97
ART_4423,Opensea,Pixel Art,Hybrid,272209,6589,9148,2483,751.01,0.53
ART_4424,Opensea,Cyberpunk,Individual,238351,60567,41555,9251,1430.75,0.32
ART_4425,SuperRare,Surreal,AI Model,156524,57144,48382,5470,267.78,0.54
ART_4426,Opensea,Cyberpunk,Individual,424449,88919,48623,7415,2056.84,0.54
ART_4427,Instagram,Futuristic,Hybrid,396921,12945,42054,21,2496.03,0.7
ART_4428,Opensea,Minimalist,AI Model,373430,90362,7702,5009,3164.91,0.3
ART_4429,SuperRare,Cyberpunk,AI Model,476544,72261,29003,4531,700.87,0.34
ART_4430,SuperRare,Surreal,AI Model,243700,21712,18038,13559,4852.0,0.59
ART_4431,DeviantArt,Abstract,Hybrid,49811,68041,48054,18701,1150.23,0.69
ART_4432,Instagram,Surreal,Hybrid,204564,53015,1178,6065,3717.87,0.8
ART_4433,SuperRare,Minimalist,Individual,471557,48984,34300,12909,4195.66,0.54
ART_4434,Foundation,Minimalist,Individual,148337,12569,44327,4010,208.54,0.44
ART_4435,DeviantArt,Futuristic,AI Model,49393,26288,16537,370,2821.2,0.71
ART_4436,Opensea,Futuristic,Hybrid,299042,92843,14969,11995,3144.15,0.23
ART_4437,Opensea,Futuristic,Hybrid,60331,32,24763,15238,4079.83,0.23
ART_4438,SuperRare,Pixel Art,AI Model,193556,22644,47374,12347,2103.03,0.7
ART_4439,Foundation,Pixel Art,Individual,231278,33264,12456,3949,1015.42,0.71
ART_4440,Foundation,Futuristic,Individual,13857,40489,44231,5519,2806.35,0.85
ART_4441,Opensea,Pixel Art,AI Model,222434,73903,12925,16920,2452.26,0.67
ART_4442,DeviantArt,Futuristic,Individual,98857,17697,11408,14458,3660.05,0.96
ART_4443,DeviantArt,Futuristic,AI Model,311504,4885,10290,2834,2567.74,0.87
ART_4444,DeviantArt,Pixel Art,Individual,358944,20846,43004,11646,686.23,0.9
ART_4445,SuperRare,Cyberpunk,Hybrid,205780,43246,47851,14227,1416.79,0.49
ART_4446,SuperRare,Minimalist,Individual,148859,73444,47000,11514,2245.65,0.11
ART_4447,SuperRare,Futuristic,Hybrid,57080,84984,11207,11376,2735.13,0.52
ART_4448,DeviantArt,Minimalist,Hybrid,115300,64546,43963,2328,4334.15,0.46
ART_4449,Opensea,Minimalist,Individual,129477,87135,46183,5077,3733.92,0.99
ART_4450,SuperRare,Abstract,Hybrid,96981,36760,6899,13609,4390.21,0.93
ART_4451,Foundation,Pixel Art,Hybrid,448498,35679,45681,8415,4425.15,0.25
ART_4452,Foundation,Pixel Art,Individual,28503,46606,4857,17324,4824.32,0.4
ART_4453,Instagram,Pixel Art,Individual,74676,61327,603,5928,3058.67,0.58
ART_4454,SuperRare,Pixel Art,AI Model,416264,8599,2929,8915,453.31,0.35
ART_4455,SuperRare,Abstract,AI Model,170265,34942,45027,12334,3701.15,0.18
ART_4456,Foundation,Portrait,Individual,337021,41882,10266,3444,3872.68,0.81
ART_4457,DeviantArt,Pixel Art,Hybrid,268530,39242,29076,10,3890.71,0.33
ART_4458,Instagram,Futuristic,AI Model,276265,39858,9386,7906,4071.31,0.73
ART_4459,SuperRare,Surreal,AI Model,478544,26906,38715,14147,437.97,0.48
ART_4460,Opensea,Surreal,AI Model,499594,37916,47688,4151,3983.34,0.59
ART_4461,Foundation,Futuristic,Individual,331382,8558,11062,9958,2343.58,0.29
ART_4462,Foundation,Pixel Art,AI Model,45856,39202,1559,243,2633.65,0.43
ART_4463,Foundation,Minimalist,AI Model,216026,60804,44550,5750,3363.22,0.42
ART_4464,Opensea,Portrait,Individual,43085,86620,2957,19766,4218.93,0.87
ART_4465,Opensea,Pixel Art,Individual,319509,45885,25143,16059,3644.89,0.34
ART_4466,DeviantArt,Portrait,AI Model,324223,98379,44944,8712,2651.47,0.49
ART_4467,Opensea,Abstract,Individual,98724,2729,15223,8093,2618.73,0.22
ART_4468,DeviantArt,Cyberpunk,Hybrid,399627,46155,12922,10386,2065.57,0.99
ART_4469,SuperRare,Portrait,AI Model,310094,22596,3598,19751,3451.44,0.57
ART_4470,Opensea,Futuristic,Hybrid,398227,86070,34567,1199,3823.55,0.45
ART_4471,DeviantArt,Portrait,AI Model,130049,12211,29090,15304,3025.96,0.19
ART_4472,DeviantArt,Portrait,Hybrid,284121,15012,2391,4934,4105.05,0.18
ART_4473,Foundation,Portrait,AI Model,195811,25290,10533,17564,4247.18,0.61
ART_4474,Instagram,Abstract,AI Model,371694,67232,6815,5392,3590.83,0.23
ART_4475,Foundation,Pixel Art,Hybrid,146842,56964,30482,1928,2027.95,0.87
ART_4476,SuperRare,Futuristic,Individual,312403,28980,48752,17869,4291.93,0.84
ART_4477,DeviantArt,Abstract,Hybrid,153990,52637,41177,3885,2810.08,0.21
ART_4478,Instagram,Surreal,AI Model,498220,71155,7978,8311,4702.1,0.78
ART_4479,SuperRare,Abstract,Individual,209792,85390,6136,3704,1065.86,0.96
ART_4480,SuperRare,Cyberpunk,Hybrid,34070,3906,34120,10382,4273.43,0.15
ART_4481,Foundation,Minimalist,Hybrid,482524,40486,22816,6656,3394.01,0.13
ART_4482,Opensea,Futuristic,Individual,379564,22964,3994,13814,516.38,0.21
ART_4483,Opensea,Cyberpunk,Hybrid,305241,62159,33424,8952,3153.05,0.9
ART_4484,Opensea,Portrait,Individual,76224,55246,11940,7664,3861.07,0.25
ART_4485,Foundation,Minimalist,Individual,23686,63356,15073,8124,4657.07,0.4
ART_4486,Foundation,Portrait,Individual,49195,80360,43022,14636,889.11,0.22
ART_4487,Instagram,Abstract,AI Model,49275,45130,45204,19430,3611.84,0.29
ART_4488,SuperRare,Minimalist,AI Model,208081,64820,6997,17717,2581.54,0.47
ART_4489,Foundation,Portrait,Individual,132271,98580,8766,2502,1272.86,0.14
ART_4490,Foundation,Portrait,AI Model,467192,68911,25652,7038,875.01,0.98
ART_4491,SuperRare,Abstract,Hybrid,282749,66547,9063,11916,494.3,0.57
ART_4492,SuperRare,Abstract,Individual,115201,73310,42129,14317,1496.8,0.75
ART_4493,Foundation,Minimalist,AI Model,80079,85025,37373,18008,3300.4,0.58
ART_4494,DeviantArt,Surreal,AI Model,354998,72077,44545,19913,316.91,0.38
ART_4495,SuperRare,Cyberpunk,Hybrid,382110,42505,17385,15075,1382.3,0.8
ART_4496,Foundation,Cyberpunk,AI Model,26253,28633,23053,521,1732.39,0.94
ART_4497,Opensea,Futuristic,Hybrid,137895,59593,11295,19034,1428.72,0.21
ART_4498,Instagram,Pixel Art,Individual,140073,37796,13712,5886,1649.19,0.41
ART_4499,SuperRare,Portrait,Individual,342266,13336,18750,2482,4683.94,0.97
ART_4500,Foundation,Minimalist,Individual,271049,97154,36724,17606,840.02,0.82
ART_4501,DeviantArt,Cyberpunk,Individual,445096,63119,35368,15923,2592.78,0.58
ART_4502,SuperRare,Minimalist,Hybrid,37401,80479,103,10199,2417.03,0.66
ART_4503,SuperRare,Abstract,Hybrid,414272,59678,45149,17806,4425.47,0.9
ART_4504,DeviantArt,Minimalist,Hybrid,54841,55083,37833,2477,3267.67,0.9
ART_4505,Instagram,Portrait,AI Model,399888,92561,32716,2075,720.71,0.47
ART_4506,DeviantArt,Minimalist,Individual,280522,25916,4465,12432,936.57,0.79
ART_4507,Opensea,Surreal,AI Model,217065,24040,30306,12538,497.67,0.17
ART_4508,Opensea,Surreal,Hybrid,200535,91127,7193,6181,2690.92,0.5
ART_4509,Foundation,Pixel Art,Individual,157581,8993,470,11976,2111.37,0.99
ART_4510,Instagram,Portrait,Individual,322337,90167,44507,12172,786.78,0.99
ART_4511,SuperRare,Portrait,Hybrid,10289,37239,13137,4354,3246.65,0.47
ART_4512,Instagram,Portrait,Hybrid,453703,40122,9312,14568,2401.92,0.59
ART_4513,DeviantArt,Cyberpunk,Individual,135164,22554,38357,3657,1371.62,0.64
ART_4514,Opensea,Futuristic,Individual,482680,27257,13124,13497,82.97,0.33
ART_4515,DeviantArt,Pixel Art,AI Model,404448,34960,28281,10044,4454.4,0.62
ART_4516,DeviantArt,Futuristic,Individual,3993,68185,43914,8480,2794.17,0.94
ART_4517,DeviantArt,Futuristic,Hybrid,202192,59902,5093,15499,4162.96,0.97
ART_4518,Opensea,Portrait,AI Model,61685,16917,38836,15291,4537.23,0.22
ART_4519,Foundation,Futuristic,Hybrid,195532,50110,39597,4865,4766.82,0.67
ART_4520,Foundation,Portrait,Individual,19486,41343,35546,3663,4024.69,0.17
ART_4521,SuperRare,Portrait,Individual,369657,86824,3456,13567,4787.43,0.92
ART_4522,DeviantArt,Pixel Art,AI Model,148804,32326,3194,13336,4266.59,1.0
ART_4523,Foundation,Minimalist,AI Model,128937,76591,5589,12769,2251.58,0.44
ART_4524,SuperRare,Portrait,Individual,102107,73127,43829,8216,334.89,0.76
ART_4525,Instagram,Pixel Art,AI Model,224971,15230,12601,11424,1137.99,0.61
ART_4526,Foundation,Surreal,AI Model,320271,38283,14216,15786,4751.32,0.26
ART_4527,DeviantArt,Abstract,AI Model,51720,87578,38277,11535,3308.21,0.5
ART_4528,Opensea,Abstract,Hybrid,256311,58753,14425,5648,2961.79,0.77
ART_4529,Instagram,Surreal,Individual,134768,91097,20216,4935,1451.39,0.84
ART_4530,DeviantArt,Pixel Art,Hybrid,273427,4868,21419,11493,1067.73,0.22
ART_4531,Opensea,Surreal,Individual,471543,85504,1314,5918,2041.48,0.15
ART_4532,Foundation,Futuristic,AI Model,378135,25838,18548,6698,3642.97,0.63
ART_4533,SuperRare,Portrait,Hybrid,456195,37452,31363,19424,125.47,0.85
ART_4534,Foundation,Minimalist,Hybrid,15484,62218,3760,5075,1191.64,0.13
ART_4535,Foundation,Pixel Art,AI Model,282307,34454,18742,3438,2251.44,0.97
ART_4536,Instagram,Surreal,AI Model,244143,46240,33861,5805,4589.8,0.54
ART_4537,Opensea,Surreal,AI Model,53372,74549,28096,1937,3914.32,0.5
ART_4538,Opensea,Surreal,Hybrid,193327,90222,20040,5067,2058.35,0.42
ART_4539,Foundation,Surreal,Hybrid,4008,2938,13446,6471,365.74,0.71
ART_4540,Foundation,Abstract,Hybrid,240,63992,21544,14198,247.02,0.83
ART_4541,SuperRare,Futuristic,AI Model,152188,8154,39551,2744,3344.3,0.46
ART_4542,DeviantArt,Surreal,Hybrid,349737,93515,11082,14703,2241.07,0.13
ART_4543,SuperRare,Futuristic,Individual,139534,45342,34777,13879,1041.03,0.12
ART_4544,Instagram,Portrait,Individual,137820,21684,28466,15755,723.11,0.38
ART_4545,Instagram,Abstract,Individual,4883,46288,43254,17656,1279.76,0.93
ART_4546,Foundation,Surreal,Hybrid,479401,8178,45652,14886,1822.68,0.16
ART_4547,DeviantArt,Portrait,Hybrid,44453,79799,10454,5227,2227.28,0.95
ART_4548,SuperRare,Cyberpunk,Hybrid,147735,96953,31690,7626,2124.12,0.43
ART_4549,DeviantArt,Minimalist,Individual,205551,33973,43270,12384,2598.32,0.54
ART_4550,Opensea,Cyberpunk,Hybrid,384041,58985,31514,4423,4611.75,0.48
ART_4551,DeviantArt,Futuristic,AI Model,84622,3507,26589,18558,1616.01,0.51
ART_4552,Foundation,Pixel Art,Individual,109101,79098,24448,16399,884.49,0.61
ART_4553,DeviantArt,Portrait,Hybrid,467628,92104,49401,14937,4232.19,0.25
ART_4554,Instagram,Portrait,Hybrid,494963,23576,27779,15336,3125.43,0.72
ART_4555,Foundation,Cyberpunk,AI Model,196547,67293,29012,8216,4478.49,0.48
ART_4556,Foundation,Cyberpunk,Individual,185555,20518,39650,12953,105.73,0.3
ART_4557,DeviantArt,Portrait,Individual,62350,69071,15987,11639,2376.4,0.47
ART_4558,SuperRare,Surreal,Hybrid,356742,76314,18688,19826,3000.67,0.82
ART_4559,SuperRare,Futuristic,Hybrid,492106,17857,6926,12258,3116.77,0.35
ART_4560,SuperRare,Abstract,Hybrid,497971,52383,27814,5097,1145.49,0.94
ART_4561,DeviantArt,Futuristic,Individual,362156,51188,40844,2880,3667.7,0.72
ART_4562,Foundation,Futuristic,Hybrid,486767,78299,16654,4129,2515.43,0.33
ART_4563,DeviantArt,Minimalist,Hybrid,287896,7315,44069,5029,3457.05,0.69
ART_4564,Opensea,Pixel Art,Hybrid,433347,60605,46280,4570,1175.94,0.16
ART_4565,Instagram,Abstract,AI Model,176532,54681,46336,4557,3640.16,0.94
ART_4566,Foundation,Minimalist,AI Model,459165,29875,17815,13435,995.45,0.36
ART_4567,SuperRare,Futuristic,Hybrid,161211,16398,28923,7719,3309.42,0.86
ART_4568,Foundation,Surreal,Hybrid,138858,15430,10335,16043,1342.92,1.0
ART_4569,Instagram,Futuristic,AI Model,78298,65689,32004,13389,3496.75,0.98
ART_4570,SuperRare,Pixel Art,Individual,34853,53699,30181,2100,2164.47,0.89
ART_4571,Foundation,Portrait,Individual,352854,84984,43365,12161,1396.86,0.93
ART_4572,Foundation,Pixel Art,Hybrid,320483,14846,28485,12769,4056.46,0.17
ART_4573,Opensea,Minimalist,AI Model,74688,18003,513,606,1234.72,0.66
ART_4574,DeviantArt,Pixel Art,AI Model,300322,78097,28096,17963,4581.92,0.38
ART_4575,Opensea,Cyberpunk,AI Model,32728,25433,42814,15374,3251.22,0.86
ART_4576,Opensea,Surreal,Hybrid,189048,10597,7152,607,3489.85,0.4
ART_4577,Instagram,Futuristic,Individual,236592,11746,10804,10983,4549.21,0.53
ART_4578,Instagram,Surreal,AI Model,426614,8134,4063,15142,2572.62,0.44
ART_4579,DeviantArt,Minimalist,Individual,324486,24462,8838,8153,156.1,0.61
ART_4580,Foundation,Portrait,AI Model,309334,62354,24651,760,2704.68,0.64
ART_4581,SuperRare,Abstract,Hybrid,326438,79569,12626,16082,3977.72,0.31
ART_4582,DeviantArt,Surreal,Hybrid,255111,55360,17885,4717,4307.1,0.38
ART_4583,Foundation,Surreal,Hybrid,306663,73419,27313,5181,3320.05,0.9
ART_4584,DeviantArt,Cyberpunk,Hybrid,124267,26068,17593,7024,3306.86,0.34
ART_4585,Instagram,Pixel Art,Hybrid,30200,70334,5354,4514,1360.36,0.82
ART_4586,Foundation,Surreal,Hybrid,494934,93920,2693,1609,351.65,0.2
ART_4587,DeviantArt,Minimalist,Individual,76023,41571,32618,12585,1009.19,0.59
ART_4588,Opensea,Surreal,Individual,373518,12752,1816,18142,1826.93,0.24
ART_4589,SuperRare,Cyberpunk,Individual,149463,32998,41611,17053,4931.98,0.18
ART_4590,Opensea,Cyberpunk,Hybrid,82318,70078,20373,1985,2472.6,0.45
ART_4591,Instagram,Pixel Art,Hybrid,493629,5933,22932,14654,1120.24,0.34
ART_4592,Instagram,Portrait,AI Model,446071,99978,45717,3014,1279.11,0.91
ART_4593,Opensea,Surreal,AI Model,439200,55724,14356,6620,2587.5,0.98
ART_4594,DeviantArt,Abstract,AI Model,176206,88895,11905,18178,976.11,0.78
ART_4595,Instagram,Cyberpunk,Individual,473920,84118,44442,14468,1995.26,0.98
ART_4596,Instagram,Abstract,Hybrid,89958,80546,18199,17793,4632.66,0.96
ART_4597,Opensea,Portrait,AI Model,156706,79310,25742,382,539.71,0.76
ART_4598,DeviantArt,Cyberpunk,Hybrid,182712,78052,40025,7777,3630.03,0.82
ART_4599,Foundation,Portrait,Hybrid,319734,15967,29196,8677,2902.72,0.93
ART_4600,DeviantArt,Portrait,Individual,312281,1305,18340,4717,1518.53,0.13
ART_4601,Instagram,Minimalist,Individual,2195,58645,37962,2452,2664.21,0.83
ART_4602,Instagram,Abstract,Hybrid,404487,38141,7112,5672,4714.79,0.64
ART_4603,SuperRare,Cyberpunk,Individual,184782,35372,31516,301,2004.61,0.16
ART_4604,SuperRare,Minimalist,Individual,364304,46729,43575,1171,4911.79,0.55
ART_4605,DeviantArt,Portrait,Hybrid,429096,20581,27400,14989,527.69,0.45
ART_4606,Foundation,Pixel Art,AI Model,203635,88467,17042,5155,3062.14,0.75
ART_4607,Opensea,Cyberpunk,Individual,172587,2198,7348,18400,1450.92,0.14
ART_4608,SuperRare,Abstract,Individual,218252,64890,15755,14799,1555.58,0.99
ART_4609,Opensea,Futuristic,Hybrid,61855,14125,9762,18185,3963.88,0.98
ART_4610,Opensea,Portrait,Individual,50270,36394,17060,17313,4961.04,0.48
ART_4611,Instagram,Pixel Art,AI Model,154403,90651,23970,8243,2432.74,0.18
ART_4612,Foundation,Abstract,Hybrid,187135,77084,8484,14382,1124.9,0.89
ART_4613,Opensea,Futuristic,Individual,145898,48598,19127,2044,1015.23,0.58
ART_4614,Instagram,Minimalist,Hybrid,68353,85064,40872,8140,3615.7,0.77
ART_4615,DeviantArt,Pixel Art,Individual,464326,28770,35306,19277,3081.44,0.53
ART_4616,Instagram,Portrait,AI Model,593,39095,43057,2279,2102.2,0.86
ART_4617,DeviantArt,Abstract,AI Model,270834,95886,36342,1749,2669.23,0.64
ART_4618,SuperRare,Portrait,AI Model,12972,22010,31378,14957,3633.93,0.68
ART_4619,SuperRare,Pixel Art,Hybrid,393082,88835,7531,13141,4463.75,0.22
ART_4620,SuperRare,Pixel Art,AI Model,92426,89135,27454,368,4863.39,0.7
ART_4621,DeviantArt,Cyberpunk,Hybrid,347216,52103,44207,7331,3284.79,0.91
ART_4622,Instagram,Surreal,AI Model,240140,73966,43639,14312,2569.4,0.22
ART_4623,Instagram,Pixel Art,Hybrid,441892,9300,32373,14370,4390.31,0.86
ART_4624,Foundation,Surreal,Individual,128536,63000,7785,2674,1805.39,0.38
ART_4625,Opensea,Portrait,Individual,473674,93798,1336,5612,2082.58,0.73
ART_4626,Foundation,Futuristic,Individual,243434,3176,43580,10572,3863.36,0.33
ART_4627,Foundation,Minimalist,AI Model,224886,8120,29188,19644,3337.64,0.18
ART_4628,Opensea,Minimalist,Hybrid,308410,28086,39481,16118,3597.74,0.21
ART_4629,Opensea,Futuristic,AI Model,208086,43106,24392,16281,1834.43,0.26
ART_4630,Instagram,Cyberpunk,Hybrid,273495,83387,20941,17191,414.3,0.15
ART_4631,Instagram,Cyberpunk,Individual,204029,16738,39166,4977,2222.72,0.6
ART_4632,Foundation,Abstract,Individual,303712,5054,25550,10968,2144.09,0.2
ART_4633,SuperRare,Cyberpunk,Individual,352394,71659,19891,3866,4893.92,0.49
ART_4634,Foundation,Pixel Art,AI Model,21695,81450,21337,2598,1950.26,0.3
ART_4635,Instagram,Cyberpunk,Hybrid,38378,51616,4904,19898,3170.66,0.62
ART_4636,DeviantArt,Abstract,Hybrid,281490,30772,44988,3240,2697.69,0.19
ART_4637,SuperRare,Surreal,AI Model,147049,72785,46748,15378,3343.28,0.87
ART_4638,DeviantArt,Futuristic,Individual,99740,55738,5944,6185,4760.03,0.63
ART_4639,Foundation,Pixel Art,Hybrid,76168,33238,25372,7878,1844.09,0.75
ART_4640,Foundation,Futuristic,AI Model,299361,37526,26064,17369,3662.47,0.89
ART_4641,Foundation,Futuristic,AI Model,70666,17348,7149,9839,516.71,0.39
ART_4642,DeviantArt,Surreal,AI Model,486076,14737,33076,6648,198.84,0.1
ART_4643,Foundation,Portrait,AI Model,217006,42791,26744,4520,1013.86,0.86
ART_4644,Instagram,Minimalist,Hybrid,287721,16580,36104,10459,4732.2,0.3
ART_4645,Opensea,Futuristic,Individual,223874,69576,38120,13445,2920.09,0.38
ART_4646,Foundation,Abstract,Hybrid,67912,44523,9704,14046,2348.48,0.15
ART_4647,Instagram,Portrait,Hybrid,301883,92528,11044,6662,4712.81,0.1
ART_4648,DeviantArt,Abstract,AI Model,421232,25344,14519,18630,625.65,0.1
ART_4649,SuperRare,Abstract,AI Model,399133,49208,9257,1585,4339.74,0.39
ART_4650,DeviantArt,Pixel Art,AI Model,432942,159,20208,3917,4701.03,0.71
ART_4651,Instagram,Abstract,Hybrid,449828,82247,45675,5474,3070.56,0.33
ART_4652,Instagram,Pixel Art,Individual,92446,72827,20814,8293,1487.1,0.93
ART_4653,Foundation,Minimalist,AI Model,126366,60868,28271,2677,2555.88,0.16
ART_4654,Opensea,Surreal,Individual,463449,83041,22235,19667,2593.81,0.61
ART_4655,Instagram,Portrait,Individual,7998,58171,47708,8944,2030.03,0.96
ART_4656,Instagram,Futuristic,Hybrid,374040,66118,26926,4709,4436.45,0.3
ART_4657,SuperRare,Portrait,Individual,463218,42220,4882,5827,375.56,0.22
ART_4658,SuperRare,Minimalist,AI Model,473528,73208,11577,14087,3331.0,0.4
ART_4659,DeviantArt,Minimalist,Hybrid,457701,91015,38525,8774,3038.28,0.46
ART_4660,DeviantArt,Pixel Art,AI Model,295399,26200,48214,8699,1750.3,0.78
ART_4661,Instagram,Portrait,Individual,280600,72409,10933,6303,4084.66,0.75
ART_4662,DeviantArt,Portrait,Individual,118571,1151,31577,1004,713.13,0.75
ART_4663,DeviantArt,Futuristic,Hybrid,315705,16261,20299,2661,2556.32,0.78
ART_4664,Foundation,Abstract,Hybrid,2462,59145,20758,15492,4700.61,0.39
ART_4665,DeviantArt,Surreal,Hybrid,30055,90221,10068,2762,4975.28,0.29
ART_4666,Opensea,Surreal,AI Model,269301,73391,42211,2345,2927.41,0.15
ART_4667,Opensea,Cyberpunk,Individual,389323,52384,45643,12642,1285.03,0.51
ART_4668,Foundation,Surreal,Hybrid,482437,2801,7062,11013,2702.78,0.65
ART_4669,Instagram,Pixel Art,Hybrid,2736,73774,48779,8112,3103.23,0.73
ART_4670,DeviantArt,Surreal,AI Model,420207,77907,20083,7187,2583.08,0.64
ART_4671,Opensea,Surreal,Hybrid,479071,95713,33426,15391,3407.83,0.59
ART_4672,SuperRare,Abstract,AI Model,316202,29658,18858,17744,373.04,0.77
ART_4673,Opensea,Abstract,Individual,361508,27790,14414,12906,472.94,0.94
ART_4674,SuperRare,Abstract,Hybrid,363996,38858,35023,17401,1023.86,0.49
ART_4675,Foundation,Pixel Art,Hybrid,292525,77540,45200,10830,858.38,0.65
ART_4676,Foundation,Pixel Art,Individual,325006,84246,34443,307,1045.74,0.2
ART_4677,Instagram,Surreal,Individual,47763,47224,34799,4021,3700.14,0.12
ART_4678,Instagram,Abstract,Individual,322718,90985,12287,17714,1988.27,0.41
ART_4679,SuperRare,Futuristic,Hybrid,339856,96342,34677,90,4581.81,0.56
ART_4680,Instagram,Cyberpunk,AI Model,297245,88456,27081,12905,1424.4,0.97
ART_4681,Opensea,Surreal,AI Model,430688,16709,24021,11996,1120.99,0.65
ART_4682,DeviantArt,Abstract,Hybrid,329932,58752,19337,18211,2607.82,0.33
ART_4683,Foundation,Pixel Art,Individual,204705,21070,6317,17831,2350.44,0.86
ART_4684,Instagram,Cyberpunk,AI Model,440961,71175,28685,13603,3945.33,0.3
ART_4685,Foundation,Surreal,Hybrid,409445,75691,40051,7744,3671.59,0.57
ART_4686,Instagram,Pixel Art,AI Model,13649,11890,11588,7262,3172.64,0.59
ART_4687,Instagram,Pixel Art,Hybrid,398280,61119,26454,1849,346.1,0.77
ART_4688,DeviantArt,Cyberpunk,Individual,403053,41496,35642,17694,4578.61,0.11
ART_4689,SuperRare,Cyberpunk,AI Model,320398,20831,7887,1552,1155.0,0.18
ART_4690,Instagram,Minimalist,Hybrid,158518,34213,24844,16176,3873.18,0.71
ART_4691,DeviantArt,Futuristic,Individual,8892,52584,35340,19948,4878.48,0.36
